,event,time_scal
67,I,0.07460532407407408
68,i,0.0746099537037037
69,I,0.07461574074074075
70,A,0.0746400462962963
71,a,0.07464236111111111
72,i,0.07464699074074074
73,I,0.07465277777777778
74,i,0.07466666666666667
75,I,0.07466898148148148
76,i,0.0746875
77,I,0.07469560185185185
78,i,0.07469675925925925
79,I,0.07470023148148149
80,A,0.07470138888888889
81,i,0.07470486111111112
82,I,0.07470601851851852
83,i,0.07470717592592592
84,I,0.07471064814814815
85,a,0.07480787037037037
86,A,0.07487962962962963
87,a,0.0751724537037037
88,A,0.07528703703703704
89,a,0.07530208333333334
90,A,0.07536689814814815
91,a,0.07546759259259259
92,A,0.07553703703703704
93,a,0.07589236111111111
94,A,0.07595138888888889
95,a,0.07599421296296296
96,A,0.07606481481481482
97,a,0.07675462962962963
98,A,0.07682407407407407
99,a,0.07714236111111111
100,A,0.07725462962962963
101,a,0.07731828703703704
102,A,0.07740393518518518
103,a,0.07747800925925925
104,A,0.07754282407407408
105,a,0.07770717592592592
106,A,0.0777650462962963
107,a,0.07776851851851851
108,A,0.07785069444444444
109,a,0.07854050925925926
110,A,0.07860532407407407
111,a,0.07865046296296296
112,A,0.0787349537037037
113,a,0.07876851851851852
114,A,0.07888194444444445
115,a,0.07935300925925926
116,A,0.07941319444444445
117,a,0.07951157407407407
118,A,0.07957638888888889
119,a,0.07980324074074074
120,A,0.07987962962962963
121,a,0.08032291666666666
122,A,0.08038541666666667
123,a,0.08058912037037037
124,A,0.08067939814814815
125,a,0.08073148148148149
126,A,0.08081944444444444
127,a,0.08092592592592593
128,A,0.08099074074074074
129,a,0.08108564814814814
130,A,0.08123263888888889
131,a,0.08128703703703703
132,A,0.08139699074074074
133,a,0.08144212962962963
134,A,0.08151041666666667
135,a,0.08151851851851852
136,A,0.08165856481481482
137,a,0.08173842592592592
138,A,0.08183680555555556
139,a,0.08185069444444444
140,A,0.0820011574074074
141,a,0.08203587962962963
142,A,0.08211226851851852
143,a,0.08216319444444445
144,A,0.08226388888888889
145,a,0.08230902777777778
146,A,0.08242939814814815
147,a,0.08256944444444445
148,A,0.08262731481481482
149,a,0.08267592592592593
150,A,0.08274537037037037
151,a,0.08286921296296296
152,A,0.0829849537037037
153,a,0.08303125
154,A,0.08309837962962963
155,a,0.08318171296296296
156,A,0.08324537037037037
157,a,0.08335532407407407
158,A,0.08342939814814815
159,a,0.08343171296296296
160,A,0.0835011574074074
161,a,0.08405555555555555
162,A,0.08417361111111112
163,a,0.08421180555555556
164,A,0.08428472222222222
165,a,0.0844375
166,A,0.08452893518518519
167,a,0.0845324074074074
168,A,0.084625
169,a,0.08474537037037037
170,A,0.0848113425925926
171,a,0.08488425925925926
172,A,0.08500810185185186
173,a,0.08516782407407407
174,A,0.08525231481481481
175,a,0.08530439814814815
176,A,0.08538657407407407
177,a,0.08564583333333334
178,A,0.0857037037037037
179,a,0.08577083333333334
180,A,0.08585416666666666
38121,L,0.08625694444444444
181,i,0.08625925925925926
182,D,0.08626041666666667
183,d,0.0863113425925926
38122,l,0.08634953703703703
184,I,0.08642361111111112
185,a,0.08651736111111111
186,A,0.08657986111111111
187,e,0.08689004629629629
188,g,0.0868912037037037
189,f,0.0868912037037037
190,a,0.08701851851851852
191,A,0.08709490740740741
192,a,0.08714004629629629
193,A,0.08724189814814814
194,a,0.08796875
195,A,0.08803356481481482
196,a,0.08889236111111111
197,C,0.08890393518518519
198,A,0.08896990740740741
199,c,0.08902430555555556
200,C,0.0890636574074074
201,a,0.08908217592592593
202,A,0.08930555555555555
203,a,0.08938773148148148
204,A,0.08951736111111111
205,a,0.08952777777777778
206,c,0.08958564814814815
207,A,0.08959027777777778
208,C,0.08991666666666667
209,a,0.09003356481481481
210,A,0.09013310185185185
211,c,0.09023958333333333
212,C,0.09024189814814815
213,c,0.09024652777777778
214,a,0.0904675925925926
215,A,0.09052546296296296
216,a,0.09053356481481481
217,A,0.09067824074074074
218,a,0.09118055555555556
219,A,0.09125115740740741
220,C,0.09255324074074074
221,c,0.09275462962962963
222,a,0.0930798611111111
223,A,0.09313888888888888
224,a,0.0931412037037037
225,A,0.09320833333333334
226,a,0.09342476851851853
227,A,0.09349074074074074
228,a,0.09420254629629629
229,A,0.09427777777777778
230,a,0.0947199074074074
231,A,0.09478472222222223
232,a,0.09519328703703704
233,A,0.09530324074074074
234,a,0.09561921296296297
235,A,0.09568518518518518
236,a,0.09627662037037037
237,A,0.09634837962962962
238,a,0.09672569444444444
239,A,0.09685648148148149
240,a,0.09685879629629629
241,A,0.09692361111111111
242,a,0.09706481481481481
243,A,0.09713310185185185
244,a,0.09714467592592592
245,A,0.09724537037037037
246,a,0.09724884259259259
247,A,0.09734953703703704
248,a,0.09735185185185186
249,A,0.09746296296296296
250,a,0.09748842592592592
251,A,0.09755902777777778
252,a,0.0975613425925926
253,A,0.09762384259259259
254,a,0.09798379629629629
255,A,0.09808101851851851
256,a,0.09834259259259259
257,A,0.09840509259259259
258,a,0.0984212962962963
259,A,0.09849537037037037
260,a,0.0986400462962963
261,A,0.09870486111111111
262,a,0.09875810185185185
263,A,0.09881944444444445
264,a,0.09891435185185185
265,A,0.09898032407407407
266,C,0.09903819444444445
267,c,0.09983217592592593
268,a,0.09999305555555556
269,A,3.8194444444444444e-05
270,a,4.513888888888889e-05
271,A,0.00019791666666666666
272,a,0.0008298611111111111
273,A,0.0008912037037037037
274,a,0.0008935185185185185
275,A,0.0009594907407407408
276,a,0.0010763888888888889
277,A,0.0011377314814814815
278,a,0.0011400462962962963
279,A,0.0012372685185185186
280,a,0.0013310185185185185
281,A,0.001431712962962963
282,a,0.0014340277777777778
283,A,0.0015034722222222222
284,a,0.0015567129629629629
285,A,0.0016979166666666666
286,a,0.0017013888888888888
287,A,0.0017696759259259258
288,a,0.0018981481481481482
289,A,0.001969907407407407
290,a,0.0020162037037037036
291,A,0.0020914351851851853
292,a,0.002951388888888889
293,A,0.0030277777777777777
294,a,0.003363425925925926
295,A,0.00346875
296,a,0.0035601851851851853
297,A,0.003684027777777778
38123,L,0.003873842592592593
298,i,0.0038761574074074076
38124,l,0.003903935185185185
299,C,0.003925925925925926
300,c,0.003930555555555555
301,C,0.003931712962962963
302,I,0.003978009259259259
303,a,0.005542824074074074
304,A,0.005625
305,a,0.007012731481481482
306,A,0.007076388888888889
307,c,0.009439814814814814
308,C,0.009539351851851853
38125,L,0.010086805555555555
38126,l,0.010090277777777778
309,a,0.010158564814814815
310,A,0.010262731481481482
311,a,0.010350694444444444
312,A,0.0104375
313,a,0.010519675925925925
314,A,0.010584490740740742
315,a,0.010586805555555556
316,A,0.01072337962962963
317,a,0.010746527777777778
318,A,0.01086226851851852
319,a,0.011101851851851852
320,A,0.011180555555555555
321,a,0.011202546296296296
322,A,0.011277777777777777
323,a,0.011287037037037036
324,A,0.011416666666666667
325,a,0.011506944444444445
326,A,0.01161111111111111
327,a,0.011613425925925926
328,A,0.01169212962962963
329,a,0.011694444444444445
330,A,0.011774305555555555
331,a,0.011836805555555555
332,A,0.011936342592592592
333,a,0.011975694444444445
334,A,0.012140046296296296
335,a,0.01214236111111111
336,A,0.012251157407407407
337,a,0.012400462962962964
338,A,0.012528935185185185
339,a,0.012608796296296297
340,A,0.01269675925925926
341,a,0.012708333333333334
342,A,0.01277662037037037
343,a,0.012778935185185185
344,A,0.012854166666666667
345,a,0.012856481481481481
346,A,0.012917824074074075
347,a,0.01295949074074074
348,A,0.01306712962962963
349,a,0.013086805555555556
350,A,0.013186342592592593
351,a,0.013327546296296296
352,A,0.013390046296296296
353,a,0.013601851851851851
354,A,0.013679398148148149
355,a,0.013690972222222222
356,A,0.013791666666666667
357,a,0.013930555555555555
358,A,0.014005787037037037
359,a,0.014083333333333333
360,A,0.014189814814814815
361,a,0.014226851851851852
362,A,0.01431712962962963
363,a,0.014331018518518519
364,A,0.014394675925925925
365,a,0.014486111111111111
366,A,0.014572916666666666
367,a,0.014885416666666667
368,A,0.014946759259259259
369,a,0.01520138888888889
370,A,0.015307870370370371
371,a,0.015337962962962963
372,A,0.01544212962962963
373,a,0.015450231481481481
374,A,0.015572916666666667
375,a,0.015581018518518518
376,A,0.01565972222222222
377,a,0.01573148148148148
378,A,0.015822916666666666
379,a,0.015858796296296298
380,A,0.01592824074074074
381,a,0.015975694444444445
382,A,0.01609837962962963
383,a,0.016182870370370372
384,A,0.016245370370370372
385,a,0.01633333333333333
386,A,0.016421296296296295
387,a,0.01642361111111111
388,A,0.01650347222222222
389,a,0.01657060185185185
390,A,0.016666666666666666
391,a,0.016872685185185185
392,A,0.016967592592592593
393,a,0.017028935185185185
394,A,0.01709375
395,a,0.017096064814814814
396,A,0.017222222222222222
397,a,0.017355324074074075
398,A,0.01747685185185185
399,a,0.017489583333333333
400,A,0.01755671296296296
401,a,0.01758101851851852
402,A,0.01766203703703704
403,a,0.017875
404,A,0.017939814814814815
405,a,0.01794212962962963
406,A,0.01801273148148148
407,a,0.018081018518518517
408,A,0.018149305555555554
409,a,0.018206018518518517
410,A,0.018288194444444444
411,a,0.018383101851851852
412,A,0.01846412037037037
413,a,0.01850925925925926
414,A,0.01856712962962963
415,a,0.018605324074074073
416,A,0.018693287037037036
417,a,0.01880902777777778
418,A,0.01889236111111111
419,a,0.01892361111111111
420,A,0.018993055555555555
421,a,0.019100694444444444
422,A,0.019163194444444445
423,a,0.019226851851851853
424,A,0.019328703703703702
425,a,0.019331018518518518
426,A,0.019430555555555555
427,a,0.01947800925925926
428,A,0.019539351851851853
429,a,0.019671296296296298
430,A,0.019814814814814816
431,a,0.02023611111111111
432,A,0.020417824074074074
433,a,0.02047685185185185
434,A,0.020555555555555556
435,a,0.02055787037037037
436,A,0.020650462962962964
437,a,0.020997685185185185
438,A,0.021068287037037038
439,a,0.021262731481481483
440,A,0.021328703703703704
441,a,0.021583333333333333
442,A,0.021663194444444443
443,a,0.022185185185185186
444,A,0.022246527777777778
445,a,0.022289351851851852
446,A,0.022349537037037036
447,a,0.02240162037037037
448,A,0.022535879629629628
449,a,0.02255902777777778
450,A,0.022671296296296297
451,a,0.02269675925925926
452,A,0.022802083333333334
453,a,0.022804398148148147
454,A,0.023011574074074073
455,a,0.02307638888888889
456,A,0.02313425925925926
457,a,0.023206018518518518
458,A,0.023265046296296298
459,a,0.02326736111111111
460,A,0.023342592592592592
461,a,0.024226851851851854
462,A,0.024319444444444446
463,a,0.024321759259259258
464,A,0.024400462962962964
465,a,0.024516203703703703
466,A,0.024609953703703703
467,a,0.024630787037037038
468,A,0.024746527777777777
469,a,0.02485185185185185
470,i,0.024875
471,I,0.024876157407407406
472,A,0.024922453703703704
473,i,0.02495601851851852
474,a,0.02495949074074074
475,I,0.02496412037037037
476,i,0.024988425925925924
477,I,0.02499189814814815
478,i,0.02500462962962963
479,I,0.02500925925925926
480,i,0.025016203703703704
481,I,0.02502314814814815
482,i,0.025027777777777777
483,A,0.025030092592592593
484,I,0.025033564814814814
485,i,0.025034722222222222
486,I,0.025041666666666667
487,i,0.025042824074074075
488,I,0.025056712962962965
489,i,0.02505787037037037
490,I,0.025074074074074075
491,i,0.025075231481481483
492,I,0.02508101851851852
493,i,0.025082175925925924
494,I,0.025087962962962965
495,i,0.02508912037037037
496,a,0.025171296296296296
497,A,0.025265046296296296
498,a,0.025515046296296296
499,A,0.02560648148148148
500,a,0.02579398148148148
501,A,0.02585763888888889
502,a,0.026442129629629628
503,A,0.026515046296296297
504,a,0.026626157407407407
505,A,0.026723379629629628
506,a,0.02700925925925926
507,A,0.02710763888888889
508,a,0.02725
509,A,0.027318287037037037
510,a,0.02738773148148148
511,A,0.02746527777777778
512,a,0.02762037037037037
513,A,0.027716435185185184
514,a,0.027810185185185184
515,A,0.02794097222222222
516,a,0.02829976851851852
517,A,0.028429398148148148
518,a,0.028431712962962964
519,A,0.028497685185185185
520,a,0.0285
521,A,0.028568287037037038
522,a,0.02857175925925926
523,A,0.028636574074074075
524,a,0.028916666666666667
525,A,0.028983796296296296
526,a,0.029267361111111112
527,A,0.02933101851851852
528,a,0.029359953703703704
529,c,0.029423611111111112
530,A,0.029425925925925925
531,C,0.02952314814814815
532,a,0.029621527777777778
533,A,0.02972337962962963
534,a,0.02996064814814815
535,A,0.03004398148148148
536,a,0.030101851851851852
537,A,0.03025462962962963
538,a,0.03026736111111111
539,A,0.030347222222222223
540,a,0.030350694444444444
541,A,0.030416666666666668
542,a,0.030591435185185187
543,A,0.03067013888888889
544,a,0.030672453703703705
545,A,0.030755787037037036
546,a,0.030766203703703705
547,A,0.03085648148148148
548,a,0.03090625
549,A,0.030984953703703702
550,a,0.03113888888888889
551,A,0.03127546296296296
552,a,0.03140393518518519
553,A,0.0315150462962963
554,a,0.03193055555555555
555,A,0.03199421296296296
556,a,0.03282638888888889
557,A,0.032893518518518516
558,a,0.03293634259259259
559,A,0.033061342592592594
560,a,0.03309143518518518
561,A,0.033219907407407406
562,a,0.03353587962962963
563,A,0.033596064814814815
564,a,0.03374652777777778
565,A,0.03380671296296296
566,a,0.03384953703703704
567,A,0.0339212962962963
568,a,0.03396180555555556
569,A,0.034019675925925925
570,a,0.03402430555555556
571,A,0.03416203703703704
572,a,0.034193287037037036
573,A,0.03426504629629629
574,a,0.03474652777777778
575,A,0.03480902777777778
576,a,0.035166666666666666
577,A,0.035230324074074074
578,a,0.03525578703703704
579,A,0.03534837962962963
580,a,0.035359953703703706
581,A,0.03543171296296296
582,a,0.03545486111111111
583,A,0.035515046296296295
584,a,0.03568981481481481
585,A,0.035765046296296295
586,a,0.036140046296296295
587,A,0.03623263888888889
588,a,0.036252314814814814
589,A,0.036363425925925924
590,a,0.03644328703703704
591,A,0.036516203703703703
592,a,0.036556712962962964
593,A,0.036633101851851854
594,a,0.03666666666666667
595,A,0.036765046296296296
596,a,0.036834490740740744
597,A,0.036903935185185185
598,a,0.03701388888888889
599,A,0.037072916666666664
600,a,0.037528935185185186
601,A,0.03759837962962963
602,a,0.037850694444444444
603,A,0.03794328703703704
604,a,0.03850115740740741
605,A,0.03860300925925926
606,a,0.039267361111111114
607,A,0.03933333333333333
608,a,0.03940625
609,A,0.03947106481481481
610,a,0.03951967592592592
611,A,0.03958449074074074
612,a,0.04030787037037037
613,A,0.04037731481481482
614,a,0.04045486111111111
615,A,0.04053009259259259
616,a,0.04058564814814815
617,A,0.040671296296296296
618,a,0.04072453703703704
619,A,0.040824074074074075
620,a,0.04100462962962963
621,A,0.04106597222222222
622,a,0.04132175925925926
623,A,0.041400462962962965
624,a,0.04266898148148148
625,A,0.04273842592592592
626,a,0.04300810185185185
627,A,0.04311921296296296
628,a,0.0432962962962963
629,A,0.043361111111111114
630,a,0.04338541666666667
631,A,0.043501157407407405
632,a,0.04474305555555556
633,A,0.044822916666666664
634,a,0.045684027777777775
635,A,0.04577199074074074
636,a,0.04716898148148148
637,A,0.047233796296296295
638,a,0.047253472222222224
639,A,0.047329861111111114
640,c,0.04755787037037037
641,a,0.04756365740740741
642,A,0.047642361111111114
643,C,0.04769212962962963
644,c,0.047815972222222225
645,C,0.04782523148148148
646,c,0.04805671296296296
647,C,0.04807870370370371
648,c,0.04816666666666667
649,C,0.04818055555555555
650,a,0.048560185185185185
651,A,0.048625
652,c,0.048733796296296296
38127,L,0.048978009259259256
38128,l,0.04899537037037037
38129,L,0.04902777777777778
653,D,0.04904861111111111
654,d,0.049054398148148146
655,E,0.049090277777777774
656,e,0.049116898148148146
657,E,0.04912037037037037
658,D,0.049125
659,e,0.049125
660,E,0.04912847222222222
661,d,0.04913194444444444
662,e,0.04913888888888889
663,E,0.04914236111111111
664,e,0.049152777777777774
665,E,0.04915509259259259
666,e,0.04915972222222222
667,E,0.04916203703703704
668,D,0.049164351851851855
669,e,0.04916898148148148
670,d,0.049171296296296296
38130,l,0.049179398148148146
671,E,0.04918171296296296
672,e,0.049185185185185186
673,E,0.04919097222222222
674,e,0.04919444444444444
675,E,0.049200231481481484
676,e,0.04920138888888889
38131,L,0.04922453703703704
38132,l,0.049289351851851855
677,E,0.049291666666666664
678,e,0.04929282407407407
679,E,0.04929861111111111
680,e,0.04930092592592593
681,E,0.049305555555555554
682,e,0.04930671296296296
38133,L,0.04937152777777778
38134,l,0.04939004629629629
38135,L,0.04944212962962963
683,a,0.04945138888888889
38136,l,0.049511574074074076
684,A,0.049568287037037036
38137,L,0.04957291666666667
685,a,0.0495787037037037
38138,l,0.04959837962962963
38139,L,0.049623842592592594
38140,l,0.04962615740740741
686,E,0.04966087962962963
687,e,0.04966203703703704
688,A,0.04973958333333333
689,E,0.04975115740740741
690,e,0.04975347222222222
38141,L,0.050136574074074076
38142,l,0.050138888888888886
691,a,0.05026736111111111
692,A,0.050325231481481485
693,a,0.05036111111111111
694,A,0.05042708333333333
38143,L,0.050827546296296294
695,a,0.05098263888888889
38144,l,0.05110300925925926
696,A,0.05110763888888889
38145,L,0.051126157407407405
38146,l,0.05113773148148148
38147,L,0.0511712962962963
38148,l,0.051194444444444445
697,a,0.051306712962962964
698,A,0.05138541666666667
699,a,0.05155902777777778
700,A,0.05166435185185185
701,a,0.051896990740740744
702,A,0.051973379629629626
703,a,0.05197569444444444
704,A,0.052042824074074075
705,a,0.05210416666666667
706,A,0.05228587962962963
707,a,0.052662037037037035
708,A,0.05273958333333333
709,a,0.05285763888888889
710,A,0.052952546296296296
711,a,0.05295486111111111
712,A,0.05301851851851852
713,a,0.0532349537037037
714,A,0.053300925925925925
715,a,0.053434027777777775
716,A,0.05349884259259259
717,a,0.053538194444444444
718,A,0.05363078703703704
719,a,0.05408912037037037
720,A,0.05415162037037037
38149,L,0.0544849537037037
38150,l,0.05449189814814815
38151,L,0.05456712962962963
721,D,0.054685185185185184
722,d,0.054689814814814816
723,D,0.054738425925925926
724,d,0.05478935185185185
725,D,0.05482175925925926
726,d,0.0548275462962963
727,a,0.05510416666666667
728,A,0.055163194444444445
38152,l,0.05538194444444444
38153,L,0.05542361111111111
38154,l,0.05543171296296296
38155,L,0.05547337962962963
38156,l,0.055475694444444446
38157,L,0.055511574074074074
38158,l,0.05563310185185185
38159,L,0.0556724537037037
38160,l,0.05567592592592593
38161,L,0.05575
38162,l,0.055818287037037034
38163,L,0.0558599537037037
38164,l,0.055875
38165,L,0.05595138888888889
38166,l,0.0559849537037037
38167,L,0.056025462962962964
38168,l,0.05605671296296296
38169,L,0.056082175925925924
38170,l,0.05611111111111111
38171,L,0.056136574074074075
38172,l,0.05613888888888889
38173,L,0.05616666666666666
38174,l,0.05616898148148148
38175,L,0.05620949074074074
38176,l,0.056211805555555557
729,a,0.056283564814814814
38177,L,0.056304398148148145
38178,l,0.05630671296296296
730,A,0.05634722222222222
38179,L,0.05637731481481482
38180,l,0.05637962962962963
38181,L,0.05640277777777778
38182,l,0.05640625
38183,L,0.05653587962962963
38184,l,0.056538194444444446
38185,L,0.056574074074074075
38186,l,0.0565775462962963
38187,L,0.05670023148148148
731,a,0.05670138888888889
38188,l,0.0567025462962963
38189,L,0.056733796296296296
38190,l,0.05673611111111111
732,A,0.0567650462962963
38191,L,0.05682175925925926
38192,l,0.056824074074074075
38193,L,0.05688541666666667
38194,l,0.056887731481481484
38195,L,0.056927083333333336
38196,l,0.056950231481481484
38197,L,0.05702893518518518
38198,l,0.05704513888888889
38199,L,0.05723958333333334
38200,l,0.05728472222222222
38201,L,0.05736342592592593
38202,l,0.057366898148148146
38203,L,0.05741782407407407
38204,l,0.05742708333333333
733,a,0.05753472222222222
38205,L,0.05755787037037037
38206,l,0.05757291666666667
38207,L,0.05760069444444445
734,A,0.05761342592592593
38208,l,0.05761342592592593
38209,L,0.057666666666666665
38210,l,0.05767476851851852
38211,L,0.05773032407407407
38212,l,0.05773726851851852
38213,L,0.05782175925925926
38214,l,0.057840277777777775
38215,L,0.057936342592592595
38216,l,0.05798032407407407
38217,L,0.05800925925925926
38218,l,0.058011574074074077
38219,L,0.05806597222222222
38220,l,0.058068287037037036
38221,L,0.05809259259259259
38222,l,0.05809490740740741
38223,L,0.05813541666666667
38224,l,0.05814699074074074
38225,L,0.058208333333333334
38226,l,0.05821064814814815
38227,L,0.05835185185185185
38228,l,0.05837152777777778
38229,L,0.058457175925925926
38230,l,0.05845949074074074
735,a,0.05853819444444444
38231,L,0.058547453703703706
38232,l,0.058563657407407405
38233,L,0.05859953703703704
736,A,0.05860763888888889
38234,l,0.05863078703703704
38235,L,0.058736111111111114
38236,l,0.05873842592592592
38237,L,0.058777777777777776
38238,l,0.05880787037037037
38239,L,0.05887847222222222
737,D,0.058881944444444445
738,d,0.0588912037037037
739,a,0.05894675925925926
740,A,0.05901157407407408
741,a,0.05901851851851852
742,A,0.05908912037037037
38240,l,0.05930787037037037
38241,L,0.059333333333333335
38242,l,0.059362268518518516
38243,L,0.059430555555555556
38244,l,0.05944791666666667
38245,L,0.05951736111111111
38246,l,0.059542824074074074
38247,L,0.05970717592592593
38248,l,0.05972800925925926
38249,L,0.05975462962962963
38250,l,0.05976157407407407
38251,L,0.05982407407407407
38252,l,0.05984490740740741
743,a,0.060314814814814814
744,A,0.060377314814814814
745,a,0.06062152777777778
746,A,0.060697916666666664
747,a,0.061037037037037035
748,A,0.06111226851851852
749,a,0.062106481481481485
750,A,0.06217824074074074
751,a,0.06340277777777778
752,A,0.06350347222222222
753,a,0.06364699074074075
754,A,0.06371527777777777
755,a,0.06397569444444444
756,A,0.06403703703703703
757,a,0.06409143518518519
758,A,0.06416319444444445
759,a,0.06482870370370371
760,A,0.06488657407407407
761,a,0.06493865740740741
762,A,0.06503356481481481
763,a,0.0653125
764,A,0.0653912037037037
765,a,0.06596064814814814
766,A,0.06608217592592593
767,a,0.06612384259259259
768,A,0.06618981481481481
769,a,0.06640393518518518
770,A,0.06647337962962963
38253,L,0.0666400462962963
771,F,0.06669560185185185
772,D,0.06671412037037038
773,d,0.06672453703703704
774,D,0.06678703703703703
775,d,0.06679398148148148
776,a,0.0668912037037037
777,D,0.06689814814814815
778,d,0.06690625
779,f,0.06694907407407408
780,A,0.06695023148148148
781,D,0.0670462962962963
782,d,0.06705902777777778
783,F,0.06715393518518518
784,D,0.06716666666666667
785,d,0.06718402777777778
786,D,0.06719328703703703
787,d,0.06720717592592593
788,f,0.0672511574074074
789,D,0.06726273148148149
790,d,0.06726736111111112
38254,l,0.0675011574074074
38255,L,0.06844675925925926
38256,l,0.06892361111111112
38257,L,0.06896180555555556
38258,l,0.06902662037037037
791,a,0.06928587962962963
792,A,0.06935416666666666
793,a,0.07003125
794,A,0.07009837962962963
795,a,0.07019212962962963
796,A,0.07028472222222222
797,a,0.07041666666666667
798,A,0.07047569444444444
799,a,0.07098958333333333
800,A,0.07105092592592592
801,a,0.07115046296296296
802,A,0.07121875
803,a,0.07142592592592592
804,A,0.07149652777777778
805,a,0.07162268518518519
806,A,0.07168171296296297
807,a,0.07168402777777778
808,A,0.07185416666666666
809,a,0.07198726851851851
810,A,0.07207638888888888
811,a,0.07232175925925927
812,A,0.0724074074074074
813,a,0.07286226851851851
814,A,0.07292013888888889
38259,L,0.0729537037037037
38260,l,0.07296990740740741
815,a,0.07381134259259259
816,A,0.07387152777777778
817,a,0.0738738425925926
818,A,0.07394097222222222
819,a,0.0739837962962963
820,A,0.07406944444444444
821,a,0.07426851851851853
822,A,0.07433101851851852
823,a,0.07455092592592592
824,A,0.07461805555555556
825,a,0.07485185185185185
826,A,0.07492592592592592
827,a,0.07517476851851852
828,A,0.07527662037037038
829,I,0.07543171296296296
830,i,0.07543287037037037
831,I,0.07546759259259259
832,i,0.07546875
833,a,0.0754699074074074
834,I,0.07548032407407407
835,i,0.07548148148148148
836,I,0.07548842592592593
837,i,0.07548958333333333
838,I,0.07549652777777778
839,i,0.07549768518518518
840,I,0.07550578703703703
841,i,0.07550694444444445
842,I,0.07551736111111111
843,i,0.07551967592592593
844,I,0.0755300925925926
845,i,0.07553125
846,I,0.07553703703703704
847,i,0.07553819444444444
848,I,0.07554050925925926
849,i,0.07554166666666666
850,I,0.07554745370370371
851,i,0.07555092592592592
852,I,0.07555671296296296
853,i,0.07556018518518519
854,I,0.07556481481481482
855,i,0.07557175925925926
856,I,0.07557407407407407
857,A,0.0755787037037037
858,i,0.07558101851851852
859,I,0.07558333333333334
860,i,0.07559143518518519
861,I,0.07559375
862,i,0.07560185185185185
863,I,0.07560300925925927
864,a,0.07560416666666667
865,i,0.07561226851851852
866,I,0.07561458333333333
867,i,0.07562615740740741
868,I,0.07562731481481481
869,i,0.0756388888888889
870,I,0.0756400462962963
871,i,0.07565393518518519
872,I,0.0756550925925926
873,A,0.07569097222222222
874,a,0.07572916666666667
875,A,0.07582407407407407
876,a,0.0758275462962963
877,A,0.07590162037037038
878,a,0.07601273148148148
879,A,0.07608912037037037
880,a,0.0763298611111111
881,A,0.07642361111111111
882,a,0.07646064814814815
883,A,0.07655902777777777
884,a,0.07670138888888889
885,A,0.07682638888888889
886,a,0.07685648148148148
887,A,0.07693171296296296
888,a,0.07711921296296297
889,A,0.07718518518518519
890,a,0.07752083333333333
891,A,0.07760763888888889
892,a,0.0777488425925926
893,A,0.07795138888888889
38261,L,0.07816898148148148
894,D,0.07818865740740741
895,d,0.07819328703703704
38262,l,0.07822337962962964
38263,L,0.07824652777777778
896,i,0.07825
897,D,0.07827199074074075
898,d,0.07828240740740741
899,I,0.07838773148148148
38264,l,0.0783900462962963
900,a,0.07896412037037037
901,A,0.07902199074074075
902,a,0.07989467592592593
903,A,0.07995370370370371
904,a,0.08019560185185186
905,A,0.08027546296296297
906,a,0.08047106481481482
907,A,0.08053587962962963
908,a,0.08059375
909,A,0.0806724537037037
910,a,0.08092708333333333
911,A,0.0809861111111111
912,a,0.08129976851851851
