,sensor_id,value,time,old_sen
284,5893,1,43384,15
285,5893,0,43388,15
286,5893,1,43405,15
287,5893,0,43410,15
288,5893,1,43437,15
289,5893,0,43438,15
290,5893,1,47557,15
291,5893,0,47558,15
292,5893,1,47561,15
293,5893,0,47562,15
294,5895,1,48755,12
295,7125,1,48761,17
296,7125,0,49374,17
297,7125,1,49376,16
298,7125,0,49378,16
299,7125,1,49396,16
300,7125,0,49397,16
301,5895,0,49399,12
302,5889,1,49656,3
303,5889,0,49698,3
304,5893,1,49760,15
305,5893,0,49763,15
306,5893,1,49775,15
307,5893,0,49779,15
308,5888,1,49987,11
309,5888,0,50036,11
310,5888,1,64124,11
311,5888,0,64131,11
312,5895,1,64297,12
313,7125,1,64318,13
314,7125,0,64324,13
315,7125,1,65061,13
316,5893,1,65090,15
317,5893,0,65091,15
318,7125,0,65161,13
319,5895,0,65201,12
320,5889,1,65331,3
321,5889,0,65339,3
322,5889,1,65343,3
323,5889,0,65356,3
324,5889,1,65384,3
325,5889,0,65633,3
326,5889,1,65639,3
327,5889,0,65840,3
328,5889,1,65844,3
329,5889,0,65909,3
330,5889,1,65912,3
331,5889,0,66733,3
332,5889,1,66754,3
333,5889,0,68058,3
334,5889,1,68074,3
335,5889,0,68175,3
336,5896,1,68212,19
337,5896,0,68232,19
338,5893,1,68325,15
339,5893,0,68349,15
340,5893,1,68351,15
341,5893,0,68353,15
342,5893,1,68359,15
343,5893,0,68360,15
344,5893,1,68362,15
345,5893,0,68364,15
346,5893,1,68410,15
347,5893,0,68421,15
348,5893,1,68436,15
349,5893,0,68442,15
350,5889,1,68449,3
351,5889,0,68452,3
352,5889,1,68456,3
353,5889,0,68457,3
354,5889,1,68459,3
355,5889,0,68467,3
356,5893,1,68473,15
357,5893,0,68474,15
358,5893,1,68475,15
359,5893,0,68476,15
360,5889,1,68497,3
361,5889,0,68600,3
362,5889,1,68601,3
363,5889,0,68618,3
364,5889,1,68619,3
365,5889,0,68642,3
366,5889,1,68643,3
367,5889,0,68652,3
368,5889,1,68654,3
369,5889,0,68655,3
370,5889,1,68658,3
371,5889,0,68659,3
372,5889,1,68661,3
373,5889,0,68662,3
374,5889,1,68663,3
375,5889,0,68685,3
376,5889,1,68686,3
377,5889,0,68754,3
378,5889,1,68757,3
379,5889,0,68758,3
380,5889,1,68760,3
381,5889,0,68764,3
382,5889,1,68765,3
383,5889,0,68766,3
384,5889,1,68773,3
385,5889,0,68774,3
386,5889,1,68775,3
387,5889,0,68777,3
388,5889,1,68778,3
389,5889,0,68779,3
390,5889,1,68781,3
391,5889,0,68782,3
392,5889,1,68784,3
393,5889,0,68785,3
394,5889,1,68793,3
395,5889,0,68804,3
396,5889,1,68805,3
397,5889,0,68826,3
398,5889,1,68830,3
399,5889,0,68862,3
400,5889,1,68864,3
401,5889,0,68865,3
402,5889,1,68866,3
403,5889,0,68870,3
404,5889,1,68872,3
405,5889,0,68873,3
406,5889,1,68874,3
407,5889,0,68875,3
408,5889,1,68876,3
409,5889,0,68879,3
410,5889,1,68880,3
411,5889,0,68889,3
412,5889,1,68890,3
413,5889,0,68892,3
414,5889,1,68894,3
415,5889,0,68909,3
416,5889,1,68910,3
417,5889,0,68912,3
418,5889,1,68914,3
419,5889,0,68965,3
420,5889,1,68966,3
421,5889,0,68973,3
422,5889,1,68976,3
423,5889,0,68995,3
424,5889,1,68996,3
425,5889,0,69050,3
426,5889,1,69058,3
427,5889,0,69059,3
428,5889,1,69062,3
429,5889,0,69078,3
430,5889,1,69079,3
431,5889,0,69138,3
432,5893,1,69156,15
433,5893,0,69166,15
434,5893,1,69167,15
435,5893,0,69173,15
436,5893,1,69177,15
437,5893,0,69179,15
438,5893,1,69184,15
439,5893,0,69189,15
440,5893,1,69238,15
441,5893,0,69240,15
442,5893,1,69258,15
443,5893,0,69260,15
444,5893,1,69273,15
445,5893,0,69275,15
446,5889,1,69291,3
447,5889,0,69398,3
448,5889,1,69399,3
449,5889,0,69401,3
450,5889,1,69402,3
451,5889,0,69480,3
452,5889,1,69481,3
453,5889,0,69783,3
454,5889,1,69785,3
455,5889,0,69786,3
456,5889,1,69787,3
457,5889,0,69789,3
458,5889,1,69792,3
459,5889,0,69795,3
460,5889,1,69797,3
461,5889,0,69805,3
462,5889,1,69806,3
463,5889,0,69808,3
464,5889,1,69809,3
465,5889,0,69813,3
466,5889,1,69818,3
467,5889,0,69821,3
468,5889,1,69824,3
469,5889,0,69825,3
470,5889,1,69826,3
471,5889,0,69827,3
472,5889,1,69828,3
473,5889,0,69830,3
474,5889,1,69832,3
475,5889,0,69833,3
476,5889,1,69834,3
477,5889,0,69845,3
478,5889,1,69848,3
479,5889,0,69856,3
480,5889,1,69857,3
481,5889,0,69859,3
482,5889,1,69860,3
483,5889,0,70882,3
484,5889,1,70884,3
485,5889,0,71221,3
486,5889,1,71222,3
487,5889,0,71395,3
488,5889,1,71396,3
489,5889,0,71670,3
490,5889,1,71671,3
491,5889,0,72106,3
492,5889,1,72107,3
493,5889,0,72157,3
494,5889,1,72158,3
495,5889,0,72163,3
496,5889,1,72164,3
497,5889,0,72189,3
498,5889,1,72190,3
499,5889,0,72192,3
500,5889,1,72193,3
501,5889,0,72329,3
502,5889,1,72331,3
503,5889,0,72357,3
504,5889,1,72359,3
505,5889,0,72360,3
506,5889,1,72362,3
507,5889,0,72363,3
508,5889,1,72366,3
509,5889,0,72374,3
510,5889,1,72375,3
511,5889,0,72377,3
512,5889,1,72378,3
513,5889,0,72643,3
514,5889,1,72644,3
515,5889,0,72649,3
516,5889,1,72650,3
517,5889,0,72707,3
518,5889,1,73079,3
519,5889,0,73088,3
520,5889,1,73112,3
521,5888,1,73161,11
522,5888,0,73169,11
523,5888,1,73170,11
524,5888,0,73190,11
525,5889,0,73200,3
526,5889,1,73201,3
527,5889,0,73202,3
528,5889,1,73204,3
529,5889,0,73263,3
530,5889,1,73264,3
531,5889,0,73277,3
532,5889,1,73278,3
533,5893,1,73394,15
534,5893,0,73395,15
535,5889,0,73452,3
536,5889,1,73453,3
537,5889,0,73504,3
538,5889,1,73509,3
539,5889,0,73547,3
540,5889,1,73550,3
541,5889,0,73554,3
542,5889,1,73556,3
543,5889,0,73559,3
544,5889,1,73560,3
545,5889,0,73564,3
546,5889,1,73565,3
547,5889,0,73567,3
548,5889,1,73568,3
549,5889,0,73569,3
550,5889,1,73572,3
551,5889,0,73688,3
552,5889,1,73689,3
553,5893,1,73885,15
554,5893,0,73889,15
555,5893,1,73898,15
556,5893,0,73907,15
557,6253,1,73909,7
558,6253,0,73963,7
559,5893,1,73989,15
560,5893,0,73992,15
561,5893,1,73998,15
562,5893,0,74002,15
563,5893,1,74007,15
564,5893,0,74009,15
565,5893,1,74013,15
566,5893,0,74018,15
567,5893,1,74025,15
568,5893,0,74026,15
569,5893,1,74028,15
570,5893,0,74032,15
571,5893,1,74034,15
572,5893,0,74036,15
573,5893,1,74039,15
574,5893,0,74041,15
575,5893,1,74045,15
576,5893,0,74048,15
577,5893,1,74049,15
578,5893,0,74050,15
579,5893,1,74051,15
580,5893,0,74053,15
581,5893,1,74054,15
582,5893,0,74055,15
583,5893,1,74057,15
584,5893,0,74061,15
585,5893,1,74073,15
586,5893,0,74076,15
587,5893,1,74096,15
588,5893,0,74097,15
589,5893,1,74098,15
590,5893,0,74103,15
591,5893,1,74115,15
592,5893,0,74120,15
593,5893,1,74125,15
594,5893,0,74135,15
595,5893,1,74149,15
596,5893,0,74155,15
597,5893,1,74157,15
598,5893,0,74161,15
599,5893,1,74165,15
600,5893,0,74173,15
601,5893,1,74174,15
602,5893,0,74176,15
603,5893,1,74178,15
604,5893,0,74179,15
605,5893,1,74180,15
606,5893,0,74185,15
607,5893,1,74190,15
608,5893,0,74191,15
609,5893,1,74194,15
610,5893,0,74198,15
611,5893,1,74199,15
612,5893,0,74201,15
613,5893,1,74204,15
614,5893,0,74205,15
615,5893,1,74207,15
616,5893,0,74225,15
617,5893,1,74229,15
618,5893,0,74230,15
619,5893,1,74233,15
620,5893,0,74241,15
621,5893,1,74265,15
622,5893,0,74267,15
623,5893,1,74272,15
624,5893,0,74275,15
625,5893,1,74282,15
626,5893,0,74285,15
627,5893,1,74290,15
628,5893,0,74306,15
629,5893,1,74307,15
630,5893,0,74311,15
631,5893,1,74312,15
632,5893,0,74317,15
633,5893,1,74340,15
634,5893,0,74343,15
635,5893,1,74344,15
636,5893,0,74345,15
637,5893,1,74351,15
638,5893,0,74352,15
639,5893,1,74382,15
640,5893,0,74384,15
641,5893,1,74389,15
642,5893,0,74396,15
643,5893,1,74399,15
644,5893,0,74405,15
645,5889,0,74411,3
646,5889,1,74412,3
647,5893,1,74461,15
648,5893,0,74463,15
649,5893,1,74470,15
650,5893,0,74473,15
651,5893,1,74482,15
652,5893,0,74484,15
653,5893,1,74521,15
654,5893,0,74524,15
655,5893,1,74525,15
656,5893,0,74527,15
657,5893,1,74547,15
658,5893,0,74558,15
659,5893,1,74563,15
660,5893,0,74565,15
661,5893,1,74566,15
662,5893,0,74568,15
663,5893,1,74664,15
664,5893,0,74681,15
665,5893,1,74685,15
666,5893,0,74686,15
667,5893,1,74702,15
668,5893,0,74724,15
669,5893,1,74740,15
670,5893,0,74742,15
671,5893,1,74779,15
672,5893,0,74781,15
673,5893,1,74793,15
674,5893,0,74795,15
675,5893,1,74799,15
676,5893,0,74803,15
677,5893,1,74805,15
678,5893,0,74806,15
679,5893,1,74823,15
680,5893,0,74824,15
681,5893,1,74826,15
682,5893,0,74827,15
683,6253,1,74831,7
684,5889,0,74838,3
685,5889,1,74840,3
686,5889,0,74842,3
687,5889,1,74843,3
688,6253,0,74945,7
689,5893,1,74984,15
690,5893,0,74987,15
691,5893,1,74990,15
692,5893,0,74993,15
693,5893,1,74995,15
694,5893,0,74999,15
695,5893,1,75003,15
696,5893,0,75008,15
697,5893,1,75011,15
698,5893,0,75017,15
699,5893,1,75030,15
700,5893,0,75031,15
701,5893,1,75042,15
702,5893,0,75044,15
703,5893,1,75057,15
704,5893,0,75063,15
705,5893,1,75065,15
706,5893,0,75066,15
707,5893,1,75138,15
708,5893,0,75144,15
709,5889,0,75218,3
710,5893,1,75229,15
711,5893,0,75234,15
712,6253,1,75241,7
713,5893,1,75251,15
714,5893,0,75253,15
715,5893,1,75280,15
716,5893,0,75282,15
717,5893,1,75284,15
718,5893,0,75287,15
719,5893,1,75308,15
720,5893,0,75312,15
721,5893,1,75322,15
722,5893,0,75324,15
723,5893,1,75336,15
724,5893,0,75339,15
725,6253,0,75341,7
726,5893,1,75346,15
727,5893,0,75352,15
728,5893,1,75353,15
729,5893,0,75354,15
730,5893,1,75356,15
731,5893,0,75358,15
732,5893,1,75360,15
733,5893,0,75364,15
734,5893,1,75375,15
735,5893,0,75378,15
736,5893,1,75380,15
737,5893,0,75381,15
738,5893,1,75382,15
739,5893,0,75383,15
740,5893,1,75386,15
741,5893,0,75387,15
742,6253,1,75389,7
743,5893,0,75393,15
744,6253,0,75395,7
745,5893,1,75396,15
746,5893,0,75400,15
747,5893,1,75404,15
748,5893,0,75407,15
749,5893,1,75408,15
750,5893,0,75410,15
751,5893,1,75413,15
752,5893,0,75414,15
753,5888,1,75421,11
754,5893,1,75425,15
755,5893,0,75428,15
756,5888,0,75433,11
757,5893,1,75438,15
758,5893,0,75439,15
759,5893,1,75450,15
760,5893,0,75458,15
761,5893,1,75461,15
762,5893,0,75474,15
763,5893,1,75480,15
764,5893,0,75482,15
765,5893,1,75505,15
766,5893,0,75561,15
767,5893,1,75564,15
768,5893,0,75566,15
769,5893,1,75607,15
770,5893,0,75610,15
771,5893,1,75612,15
772,5893,0,75616,15
773,5893,1,75622,15
774,5893,0,75627,15
775,5893,1,75630,15
776,5893,0,75631,15
777,5889,1,75635,3
778,5893,1,75662,15
779,5893,0,75664,15
780,5893,1,75673,15
781,5893,0,75676,15
782,5893,1,75677,15
783,5893,0,75679,15
784,5893,1,76020,15
785,5893,0,76021,15
786,5893,1,76033,15
787,5893,0,76040,15
788,5893,1,76050,15
789,5893,0,76065,15
790,5893,1,76076,15
791,5893,0,76078,15
792,5893,1,76087,15
793,5893,0,76091,15
794,5893,1,76094,15
795,5893,0,76099,15
796,5893,1,76100,15
797,5893,0,76106,15
798,5889,0,76146,3
799,5889,1,76148,3
800,5889,0,76165,3
801,5889,1,76166,3
802,5889,0,76168,3
803,5889,1,76169,3
804,5893,1,76258,15
805,5893,0,76266,15
806,5896,1,76336,19
807,5896,0,76535,19
808,5893,1,76581,15
809,5893,0,76583,15
810,5893,1,76593,15
811,5893,0,76597,15
812,5893,1,76598,15
813,5893,0,76604,15
814,5893,1,76625,15
815,5893,0,76637,15
816,5893,1,76638,15
817,5893,0,76640,15
818,5893,1,76643,15
819,5893,0,76646,15
820,5893,1,76647,15
821,5893,0,76648,15
822,5893,1,76651,15
823,5893,0,76670,15
824,5893,1,76671,15
825,5893,0,76683,15
826,5893,1,76684,15
827,5893,0,76685,15
828,5893,1,76686,15
829,5893,0,76687,15
830,5893,1,76688,15
831,5893,0,76690,15
832,5893,1,76693,15
833,5893,0,76696,15
834,5893,1,76697,15
835,5893,0,76700,15
836,5893,1,76703,15
837,5893,0,76712,15
838,5893,1,76713,15
839,5893,0,76714,15
840,5893,1,76719,15
841,5893,0,76720,15
842,5893,1,76721,15
843,5893,0,76741,15
844,5893,1,76742,15
845,5893,0,76748,15
846,5893,1,76757,15
847,5893,0,76761,15
848,5893,1,76775,15
849,5893,0,76778,15
850,5893,1,76782,15
851,5893,0,76785,15
852,5893,1,76790,15
853,5893,0,76797,15
854,5893,1,76798,15
855,5893,0,76804,15
856,5893,1,76805,15
857,5893,0,76807,15
858,5893,1,76818,15
859,5893,0,76824,15
860,5893,1,76829,15
861,5893,0,76830,15
862,5893,1,76833,15
863,5893,0,76834,15
864,5893,1,76840,15
865,5893,0,76852,15
866,5893,1,76872,15
867,5893,0,76873,15
868,5893,1,76881,15
869,5893,0,76891,15
870,5893,1,76894,15
871,5893,0,76923,15
872,5893,1,76925,15
873,5893,0,76927,15
874,5893,1,76928,15
875,5893,0,76930,15
876,5893,1,76932,15
877,5893,0,76938,15
878,5893,1,76939,15
879,5893,0,76993,15
880,5893,1,76998,15
881,5893,0,77000,15
882,5893,1,77053,15
883,5893,0,77055,15
884,5893,1,77066,15
885,5893,0,77067,15
886,5893,1,77100,15
887,5893,0,77104,15
888,5893,1,77122,15
889,5893,0,77123,15
890,5893,1,77133,15
891,5893,0,77134,15
892,5893,1,77145,15
893,5893,0,77147,15
894,5893,1,77150,15
895,5893,0,77152,15
896,5893,1,77155,15
897,5893,0,77156,15
898,5893,1,77172,15
899,5893,0,77175,15
900,5889,0,77224,3
901,5893,1,77257,15
902,5893,0,77288,15
903,5893,1,77292,15
904,5893,0,77293,15
905,5893,1,77297,15
906,5893,0,77301,15
907,5893,1,77302,15
908,5893,0,77304,15
909,5893,1,77306,15
910,5893,0,77308,15
911,5893,1,77309,15
912,5893,0,77318,15
913,5893,1,77319,15
914,5893,0,77322,15
915,5893,1,77323,15
916,5893,0,77325,15
917,5893,1,77330,15
918,5893,0,77331,15
919,5893,1,77332,15
920,5893,0,77344,15
921,6253,1,77346,7
922,5893,1,77453,15
923,5893,0,77456,15
924,6253,0,77472,7
925,5893,1,77476,15
926,5893,0,77477,15
927,5893,1,77484,15
928,5893,0,77486,15
929,5893,1,77493,15
930,5893,0,77495,15
931,5893,1,77496,15
932,5893,0,77498,15
933,5893,1,77500,15
934,5893,0,77510,15
935,5895,1,77534,12
936,5893,1,77538,15
937,5895,0,77542,12
938,5895,1,77589,12
939,7125,1,77605,17
940,7125,1,77646,16
941,7125,0,77648,16
942,7125,0,77653,17
943,7125,1,77662,16
944,7125,0,77664,16
945,5895,0,77670,12
946,5893,1,77695,15
947,5893,0,77697,15
948,5893,1,77705,15
949,5893,0,77711,15
950,5893,1,77727,15
951,5893,0,77730,15
952,5893,1,77739,15
953,5893,0,77762,15
954,5893,1,77763,15
955,5893,0,77764,15
956,5893,1,77765,15
957,5893,0,77766,15
958,6253,1,77768,7
959,5893,1,77771,15
960,6253,0,77773,7
961,5893,0,77778,15
962,5893,1,77787,15
963,5893,0,77814,15
964,5893,1,77817,15
965,5893,0,77819,15
966,5893,1,77858,15
967,5893,0,77859,15
968,5893,1,77918,15
969,5893,0,77924,15
970,5893,1,77927,15
971,5893,0,77929,15
972,7125,1,77954,16
973,7125,0,77956,16
974,7125,1,77957,16
975,7125,0,77959,16
976,5893,1,78006,15
977,5893,0,78010,15
978,5893,1,78394,15
979,5893,0,78400,15
980,5893,1,78402,15
981,5893,0,78404,15
982,5893,1,78405,15
983,5893,0,78407,15
984,5893,1,78409,15
985,5893,0,78410,15
986,5893,1,78411,15
987,5893,0,78419,15
988,5893,1,78425,15
989,5893,0,78436,15
990,5893,1,78437,15
991,5893,0,78453,15
992,5893,1,78457,15
993,5893,0,78482,15
994,5893,1,78483,15
995,5893,0,78487,15
996,5893,1,78488,15
997,5893,0,78491,15
998,5893,1,78492,15
999,6253,1,78519,7
1000,6253,0,78525,7
1001,5889,1,78559,3
1002,5893,0,78564,15
1003,5893,1,78565,15
1004,5893,0,78571,15
1005,5893,1,78572,15
1006,5893,0,78576,15
1007,6253,1,78593,7
1008,6253,0,78599,7
1009,5889,0,78606,3
1010,5889,1,78613,3
1011,5889,0,78616,3
1012,5889,1,78620,3
1013,5889,0,78621,3
1014,5889,1,78681,3
1015,5889,0,78682,3
1016,5893,1,78967,15
1017,5893,0,78980,15
1018,5893,1,79398,15
1019,5893,0,79403,15
1020,5893,1,79409,15
1021,6253,1,79413,7
1022,5893,0,79420,15
1023,5893,1,79423,15
1024,5893,0,79424,15
1025,6253,0,79425,7
1026,5893,1,79429,15
1027,5893,0,79436,15
1028,5893,1,79440,15
1029,5893,0,79444,15
1030,5893,1,79446,15
1031,5893,0,79447,15
1032,5893,1,79456,15
1033,5893,0,79458,15
1034,5893,1,79463,15
1035,5893,0,79484,15
1036,5893,1,79488,15
1037,5893,0,79497,15
1038,5893,1,79498,15
1039,5893,0,79506,15
1040,6253,1,79507,7
1041,6253,0,79515,7
1042,5893,1,79567,15
1043,5893,0,79571,15
1044,5893,1,79577,15
1045,5893,0,79581,15
1046,5893,1,79584,15
1047,5893,0,79586,15
1048,7125,1,79590,16
1049,7125,0,79591,16
1050,5889,1,79598,3
1051,5889,0,79602,3
1052,5889,1,79603,3
1053,5889,0,79623,3
1054,5889,1,79624,3
1055,7125,1,79627,16
1056,7125,0,79628,16
1057,5889,0,79723,3
1058,5889,1,79727,3
1059,5889,0,79759,3
1060,5889,1,79761,3
1061,5889,0,80222,3
1062,5889,1,80223,3
1063,5896,1,80414,19
1064,5896,0,80415,19
1065,5896,1,82211,19
1066,5896,0,82212,19
1067,5896,1,82230,19
1068,5896,0,82231,19
1069,5889,0,82561,3
1070,5889,1,82562,3
1071,5889,0,82809,3
1072,5889,1,82810,3
1073,5889,0,82814,3
1074,5889,1,82815,3
1075,5893,1,83178,15
1076,5893,0,83179,15
1077,5893,1,83180,15
1078,5893,0,83181,15
1079,5893,1,83183,15
1080,5893,0,83189,15
1081,5893,1,83237,15
1082,5893,0,83239,15
1083,5893,1,83244,15
1084,5893,0,83247,15
1085,5893,1,83261,15
1086,5893,0,83264,15
1087,5893,1,83478,15
1088,5893,0,83483,15
1089,5889,0,83760,3
1090,7125,1,83900,16
1091,7125,0,83905,16
1092,7125,1,83940,16
1093,7125,0,83941,16
1094,7125,1,83960,16
1095,7125,0,83963,16
1096,7125,1,84003,16
1097,7125,0,84006,16
1098,5893,1,84026,15
1099,5893,0,84028,15
1100,5893,1,84041,15
1101,5893,0,84043,15
1102,5889,1,84066,3
1103,5889,0,84103,3
1104,5889,1,84104,3
1105,5889,1,84296,4
1106,5889,0,84297,4
1107,5889,1,84298,4
1108,5889,0,84299,4
1109,5889,1,84300,4
1110,7125,1,85015,16
1111,7125,0,85016,16
1112,5889,0,85116,4
1113,5889,1,85124,4
1114,5889,0,85186,3
1115,5889,1,85201,3
1116,5889,0,85203,3
1117,5889,1,85204,3
1118,5889,0,85214,3
1119,5889,1,85215,3
1120,5889,0,85244,3
1121,5889,1,85245,3
1122,5889,0,85248,3
1123,5889,1,85249,3
1124,5889,0,85250,3
1125,5889,1,85251,3
1126,5889,0,85259,3
1127,5889,1,85260,3
1128,5889,0,85261,3
1129,5889,1,85262,3
1130,5889,0,85263,3
1131,5889,1,85264,3
1132,5889,0,85265,3
1133,5889,1,85267,3
1134,5889,0,85293,3
1135,5889,1,85294,3
1136,5889,0,85434,3
1137,5889,1,85436,3
1138,7125,1,85518,16
1139,7125,0,85519,16
1140,5889,0,85529,4
1141,5893,1,85879,15
1142,5893,0,85881,15
1143,5893,1,85892,15
1144,5893,0,85893,15
1145,5893,1,85895,15
1146,5893,0,85897,15
1147,6253,1,85907,7
1148,6253,0,85928,7
1149,7125,1,85967,16
1150,7125,0,85970,16
1151,5893,1,86079,15
1152,5893,0,86082,15
