,Unnamed: 0,sensor_id,value,time,old_sen,event
240,524,5888,0,73190,11,18
241,533,5893,1,73394,15,23
242,534,5893,0,73395,15,22
243,553,5893,1,73885,15,23
244,556,5893,0,73907,15,22
245,557,6253,1,73909,7,7
246,558,6253,0,73963,7,6
247,559,5893,1,73989,15,23
248,584,5893,0,74061,15,22
249,585,5893,1,74073,15,23
250,586,5893,0,74076,15,22
251,587,5893,1,74096,15,23
252,590,5893,0,74103,15,22
253,591,5893,1,74115,15,23
254,594,5893,0,74135,15,22
255,595,5893,1,74149,15,23
256,620,5893,0,74241,15,22
257,621,5893,1,74265,15,23
258,632,5893,0,74317,15,22
259,633,5893,1,74340,15,23
260,638,5893,0,74352,15,22
261,639,5893,1,74382,15,23
262,644,5893,0,74405,15,22
263,647,5893,1,74461,15,23
264,652,5893,0,74484,15,22
265,653,5893,1,74521,15,23
266,656,5893,0,74527,15,22
267,657,5893,1,74547,15,23
268,662,5893,0,74568,15,22
269,663,5893,1,74664,15,23
270,666,5893,0,74686,15,22
271,667,5893,1,74702,15,23
272,668,5893,0,74724,15,22
273,669,5893,1,74740,15,23
274,670,5893,0,74742,15,22
275,671,5893,1,74779,15,23
276,672,5893,0,74781,15,22
277,673,5893,1,74793,15,23
278,678,5893,0,74806,15,22
279,679,5893,1,74823,15,23
280,682,5893,0,74827,15,22
281,683,6253,1,74831,7,7
282,688,6253,0,74945,7,6
283,689,5893,1,74984,15,23
284,698,5893,0,75017,15,22
285,699,5893,1,75030,15,23
286,700,5893,0,75031,15,22
287,701,5893,1,75042,15,23
288,702,5893,0,75044,15,22
289,703,5893,1,75057,15,23
290,706,5893,0,75066,15,22
291,707,5893,1,75138,15,23
292,708,5893,0,75144,15,22
293,709,5889,0,75218,3,20
294,710,5893,1,75229,15,23
295,711,5893,0,75234,15,22
296,712,6253,1,75241,7,7
297,713,5893,1,75251,15,23
298,714,5893,0,75253,15,22
299,715,5893,1,75280,15,23
300,718,5893,0,75287,15,22
301,719,5893,1,75308,15,23
302,722,5893,0,75324,15,22
303,723,5893,1,75336,15,23
304,725,6253,0,75341,7,6
305,733,5893,0,75364,15,22
306,734,5893,1,75375,15,23
307,742,6253,1,75389,7,7
308,744,6253,0,75395,7,6
309,752,5893,0,75414,15,22
310,753,5888,1,75421,11,19
311,754,5893,1,75425,15,23
312,756,5888,0,75433,11,18
313,758,5893,0,75439,15,22
314,759,5893,1,75450,15,23
315,764,5893,0,75482,15,22
316,765,5893,1,75505,15,23
317,768,5893,0,75566,15,22
318,769,5893,1,75607,15,23
319,776,5893,0,75631,15,22
320,777,5889,1,75635,3,21
321,778,5893,1,75662,15,23
322,783,5893,0,75679,15,22
323,784,5893,1,76020,15,23
324,785,5893,0,76021,15,22
325,786,5893,1,76033,15,23
326,789,5893,0,76065,15,22
327,790,5893,1,76076,15,23
328,797,5893,0,76106,15,22
329,804,5893,1,76258,15,23
330,805,5893,0,76266,15,22
331,806,5896,1,76336,19,5
332,807,5896,0,76535,19,4
333,808,5893,1,76581,15,23
334,813,5893,0,76604,15,22
335,814,5893,1,76625,15,23
336,847,5893,0,76761,15,22
337,848,5893,1,76775,15,23
338,857,5893,0,76807,15,22
339,858,5893,1,76818,15,23
340,865,5893,0,76852,15,22
341,866,5893,1,76872,15,23
342,881,5893,0,77000,15,22
343,882,5893,1,77053,15,23
344,883,5893,0,77055,15,22
345,884,5893,1,77066,15,23
346,885,5893,0,77067,15,22
347,886,5893,1,77100,15,23
348,887,5893,0,77104,15,22
349,888,5893,1,77122,15,23
350,891,5893,0,77134,15,22
351,892,5893,1,77145,15,23
352,897,5893,0,77156,15,22
353,898,5893,1,77172,15,23
354,899,5893,0,77175,15,22
355,900,5889,0,77224,3,20
356,901,5893,1,77257,15,23
357,920,5893,0,77344,15,22
358,921,6253,1,77346,7,7
359,922,5893,1,77453,15,23
360,923,5893,0,77456,15,22
361,924,6253,0,77472,7,6
362,925,5893,1,77476,15,23
363,934,5893,0,77510,15,22
364,935,5895,1,77534,12,1
365,936,5893,1,77538,15,23
366,937,5895,0,77542,12,0
367,938,5895,1,77589,12,1
368,939,7125,1,77605,17,3
369,941,7125,0,77648,16,2
370,943,7125,1,77662,16,3
371,944,7125,0,77664,16,2
372,945,5895,0,77670,12,0
373,949,5893,0,77711,15,22
374,950,5893,1,77727,15,23
375,958,6253,1,77768,7,7
376,960,6253,0,77773,7,6
377,965,5893,0,77819,15,22
378,966,5893,1,77858,15,23
379,967,5893,0,77859,15,22
380,968,5893,1,77918,15,23
381,971,5893,0,77929,15,22
382,972,7125,1,77954,16,3
383,975,7125,0,77959,16,2
384,976,5893,1,78006,15,23
385,977,5893,0,78010,15,22
386,978,5893,1,78394,15,23
387,999,6253,1,78519,7,7
388,1000,6253,0,78525,7,6
389,1001,5889,1,78559,3,21
390,1006,5893,0,78576,15,22
391,1007,6253,1,78593,7,7
392,1008,6253,0,78599,7,6
393,1013,5889,0,78621,3,20
394,1014,5889,1,78681,3,21
395,1015,5889,0,78682,3,20
396,1016,5893,1,78967,15,23
397,1017,5893,0,78980,15,22
398,1018,5893,1,79398,15,23
399,1021,6253,1,79413,7,7
400,1025,6253,0,79425,7,6
401,1039,5893,0,79506,15,22
402,1040,6253,1,79507,7,7
403,1041,6253,0,79515,7,6
404,1042,5893,1,79567,15,23
405,1047,5893,0,79586,15,22
406,1048,7125,1,79590,16,3
407,1049,7125,0,79591,16,2
408,1050,5889,1,79598,3,21
409,1055,7125,1,79627,16,3
410,1056,7125,0,79628,16,2
411,1063,5896,1,80414,19,5
412,1064,5896,0,80415,19,4
413,1065,5896,1,82211,19,5
414,1066,5896,0,82212,19,4
415,1067,5896,1,82230,19,5
416,1068,5896,0,82231,19,4
417,1075,5893,1,83178,15,23
418,1080,5893,0,83189,15,22
419,1081,5893,1,83237,15,23
420,1084,5893,0,83247,15,22
421,1085,5893,1,83261,15,23
422,1086,5893,0,83264,15,22
423,1087,5893,1,83478,15,23
424,1088,5893,0,83483,15,22
425,1089,5889,0,83760,3,20
426,1090,7125,1,83900,16,3
427,1091,7125,0,83905,16,2
428,1092,7125,1,83940,16,3
429,1093,7125,0,83941,16,2
430,1094,7125,1,83960,16,3
431,1095,7125,0,83963,16,2
432,1096,7125,1,84003,16,3
433,1097,7125,0,84006,16,2
434,1098,5893,1,84026,15,23
435,1099,5893,0,84028,15,22
436,1100,5893,1,84041,15,23
437,1101,5893,0,84043,15,22
438,1102,5889,1,84066,3,21
439,1110,7125,1,85015,16,3
440,1111,7125,0,85016,16,2
441,1112,5889,0,85116,4,20
442,1113,5889,1,85124,4,21
443,1114,5889,0,85186,3,20
444,1115,5889,1,85201,3,21
445,1138,7125,1,85518,16,3
446,1139,7125,0,85519,16,2
447,1140,5889,0,85529,4,20
448,1141,5893,1,85879,15,23
449,1142,5893,0,85881,15,22
450,1143,5893,1,85892,15,23
451,1146,5893,0,85897,15,22
452,1147,6253,1,85907,7,7
453,1148,6253,0,85928,7,6
454,1149,7125,1,85967,16,3
455,1150,7125,0,85970,16,2
456,1151,5893,1,86079,15,23
457,1152,5893,0,86082,15,22
458,1153,7125,1,86125,16,3
459,1154,7125,0,86128,16,2
460,1155,7125,1,86152,16,3
461,1156,7125,0,86154,16,2
462,1157,5889,1,86219,4,21
463,1158,5889,0,1,3,20
464,1160,5893,1,33,15,23
465,1167,5893,0,61,15,22
466,1168,5893,1,82,15,23
467,1169,5893,0,84,15,22
468,1170,5893,1,106,15,23
469,1171,5893,0,112,15,22
470,1172,5893,1,186,15,23
471,1175,5893,0,192,15,22
472,1176,5893,1,206,15,23
473,1177,5893,0,207,15,22
474,1178,5893,1,229,15,23
475,1183,5893,0,241,15,22
476,1184,5893,1,785,15,23
477,1185,5893,0,787,15,22
478,1186,5893,1,801,15,23
479,1189,5893,0,807,15,22
480,1190,5893,1,1054,15,23
481,1191,5893,0,1059,15,22
482,1192,5893,1,1086,15,23
483,1193,5893,0,1087,15,22
484,1194,5893,1,1133,15,23
485,1195,5893,0,1137,15,22
486,1196,6253,1,1140,7,7
487,1197,5893,1,1173,15,23
488,1198,5893,0,1174,15,22
489,1199,6253,0,1191,7,6
490,1200,5893,1,1192,15,23
491,1201,5893,0,1250,15,22
492,1202,5893,1,1263,15,23
493,1215,5893,0,1342,15,22
494,1216,6253,1,1343,7,7
495,1217,6253,0,1349,7,6
496,1218,5893,1,1365,15,23
497,1219,5893,0,1370,15,22
498,1220,5889,1,1415,3,21
499,1221,5889,0,1431,3,20
500,1222,5889,1,1439,3,21
501,1225,5889,0,2198,3,20
502,1226,5893,1,2215,15,23
503,1229,5893,0,2223,15,22
504,1230,5889,1,2267,3,21
505,1231,5896,1,3352,19,5
506,1236,5896,0,3362,19,4
507,1237,5896,1,3372,19,5
508,1240,5896,0,3375,19,4
509,1241,5896,1,3391,19,5
510,1242,5896,0,3392,19,4
511,1243,5896,1,3419,19,5
512,1246,5896,0,3424,19,4
513,1247,5896,1,3431,19,5
514,1252,5889,0,3980,3,20
515,1253,5893,1,4009,15,23
516,1258,5893,0,4018,15,22
517,1261,5896,0,4028,19,4
518,1262,5893,1,4349,15,23
519,1265,5893,0,4353,15,22
520,1266,5893,1,9057,15,23
521,1279,5893,0,9092,15,22
522,1280,6253,1,9094,7,7
523,1281,6253,0,9101,7,6
524,1282,7125,1,9189,16,3
525,1283,7125,0,9193,16,2
526,1284,7125,1,9259,16,3
527,1285,7125,0,9261,16,2
528,1286,5893,1,9521,15,23
529,1289,5893,0,9525,15,22
530,1290,5889,1,9807,3,21
531,1293,5889,0,35659,3,20
532,1294,5889,1,35818,3,21
533,1295,5889,0,37056,3,20
534,1296,5895,1,37097,12,1
535,1299,5895,0,37101,12,0
536,1301,7125,1,37145,16,3
537,1302,7125,0,37147,16,2
538,1303,7125,1,37160,16,3
539,1304,7125,0,37163,16,2
540,1305,5893,1,37197,15,23
541,1306,5893,0,37201,15,22
542,1307,5893,1,37219,15,23
543,1310,5893,0,37225,15,22
544,1311,6253,1,37264,7,7
545,1312,5893,1,37346,15,23
546,1313,5893,0,37350,15,22
547,1314,6253,0,37389,7,6
548,1315,5893,1,37437,15,23
549,1318,5893,0,37446,15,22
550,1319,5893,1,38540,15,23
551,1324,5893,0,38586,15,22
552,1325,5893,1,38597,15,23
553,1328,5893,0,38613,15,22
554,1329,6253,1,38622,7,7
555,1330,6253,0,38676,7,6
556,1331,5893,1,38679,15,23
557,1360,5893,0,38987,15,22
558,1361,5893,1,39013,15,23
559,1380,5893,0,39095,15,22
560,1381,7125,1,39222,16,3
561,1382,7125,0,39224,16,2
562,1383,5893,1,39265,15,23
563,1386,5893,0,39276,15,22
564,1387,5893,1,39294,15,23
565,1388,5893,0,39296,15,22
566,1389,5893,1,39307,15,23
567,1393,6253,1,39321,7,7
568,1395,5893,0,39346,15,22
569,1396,5893,1,39362,15,23
570,1397,5893,0,39364,15,22
571,1398,6253,0,39371,7,6
572,1399,5893,1,39378,15,23
573,1410,5893,0,39426,15,22
574,1411,5893,1,39451,15,23
575,1412,5893,0,39454,15,22
576,1413,5893,1,39493,15,23
577,1414,5893,0,39494,15,22
578,1415,5893,1,39517,15,23
579,1418,5893,0,39529,15,22
580,1419,5893,1,39572,15,23
581,1420,5893,0,39578,15,22
582,1421,6253,1,39579,7,7
583,1422,6253,0,39588,7,6
584,1423,5893,1,39591,15,23
585,1424,5893,0,39595,15,22
586,1425,5893,1,39663,15,23
587,1426,5893,0,39664,15,22
588,1427,5893,1,40182,15,23
589,1432,5893,0,40196,15,22
590,1433,5893,1,40656,15,23
591,1458,5893,0,40735,15,22
592,1459,7125,1,40749,16,3
593,1460,7125,0,40751,16,2
594,1461,7125,1,40763,16,3
595,1462,7125,0,40765,16,2
596,1463,5893,1,43537,15,23
597,1468,5893,0,43549,15,22
598,1469,7125,1,43683,16,3
599,1470,7125,0,43691,16,2
600,1471,7125,1,43700,16,3
601,1472,7125,0,43702,16,2
602,1473,7125,1,43728,16,3
603,1474,7125,0,43730,16,2
604,1475,5895,1,43760,12,1
605,1476,5895,0,43762,12,0
606,1477,5895,1,43767,12,1
607,1478,7125,1,43771,17,3
608,1481,5895,0,43777,12,0
609,1482,5895,1,43785,12,1
610,1485,5895,0,43824,12,0
611,1486,5895,1,43829,12,1
612,1487,5895,0,43833,12,0
613,1488,5895,1,43841,12,1
614,1489,5895,0,43864,12,0
615,1490,5895,1,43892,12,1
616,1493,5895,0,43975,12,0
617,1494,5895,1,43980,12,1
618,1496,7125,0,44204,16,2
619,1502,7125,1,44377,17,3
620,1507,7125,0,44437,17,2
621,1517,5895,0,44460,12,0
622,1518,5895,1,44471,12,1
623,1527,5895,0,44500,12,0
624,1528,5895,1,44529,12,1
625,1529,5895,0,44530,12,0
626,1530,7125,1,44535,17,3
627,1531,7125,0,44536,17,2
628,1532,7125,1,44541,17,3
629,1533,7125,0,44542,17,2
630,1534,7125,1,44552,17,3
631,1555,7125,0,44651,17,2
632,1556,7125,1,44663,17,3
633,1557,7125,0,44664,17,2
634,1558,7125,1,44669,17,3
635,1563,7125,0,44678,17,2
636,1564,7125,1,44692,17,3
637,1577,7125,0,44717,17,2
638,1578,7125,1,44725,17,3
639,1591,7125,0,44760,17,2
640,1592,7125,1,44768,16,3
641,1593,7125,0,44773,16,2
642,1594,7125,1,44794,16,3
643,1595,7125,0,44795,16,2
644,1596,7125,1,45022,16,3
645,1597,7125,0,45025,16,2
646,1598,5895,1,45035,12,1
647,1599,7125,1,45045,13,3
648,1600,5895,0,45067,12,0
649,1601,5895,1,45084,12,1
650,1602,5895,0,45090,12,0
651,1603,5895,1,45154,12,1
652,1604,5895,0,45155,12,0
653,1605,7125,0,45161,13,2
654,1606,5895,1,45167,12,1
655,1607,5895,0,45168,12,0
656,1608,5895,1,45174,12,1
657,1611,5895,0,45181,12,0
658,1612,5895,1,45200,12,1
659,1615,5895,0,45205,12,0
660,1616,5895,1,45381,12,1
661,1617,5895,0,45382,12,0
662,1618,5895,1,45421,12,1
663,1619,5895,0,45422,12,0
664,1620,5895,1,45429,12,1
665,1621,5895,0,45431,12,0
666,1622,5895,1,45586,12,1
667,1631,7125,1,45609,13,3
668,1632,5895,0,45623,12,0
669,1633,5895,1,45649,12,1
670,1634,5895,0,45650,12,0
671,1635,5895,1,45656,12,1
672,1636,5895,0,45658,12,0
673,1637,5895,1,45674,12,1
674,1642,5895,0,45697,12,0
675,1643,7125,0,45723,13,2
676,1644,5895,1,45739,12,1
677,1647,5895,0,45754,12,0
678,1648,7125,1,46489,17,3
679,1661,7125,0,46537,16,2
680,1662,7125,1,46553,16,3
681,1663,7125,0,46554,16,2
682,1664,5893,1,46635,15,23
683,1669,5893,0,46648,15,22
684,1670,5893,1,46665,15,23
685,1671,5893,0,46670,15,22
686,1672,5893,1,47649,15,23
687,1673,5893,0,47654,15,22
688,1674,5893,1,47681,15,23
689,1675,5893,0,47684,15,22
690,1676,5889,1,48263,4,21
691,1677,5889,0,48265,4,20
692,1678,5889,1,48310,3,21
693,1679,5889,0,48351,3,20
694,1680,5893,1,48414,15,23
695,1683,5893,0,48428,15,22
696,1684,5888,1,48495,11,19
697,1685,5888,0,48509,11,18
698,1686,5888,1,48516,11,19
699,1695,5888,0,48632,11,18
700,1696,5888,1,48643,11,19
701,1697,5888,0,48644,11,18
702,1698,5888,1,48682,11,19
703,1699,5888,0,48683,11,18
704,1700,5889,1,50707,3,21
705,1703,5889,0,50737,3,20
706,1704,5889,1,50890,4,21
707,1707,5889,0,51256,3,20
708,1708,6253,1,51275,7,7
709,1709,6253,0,51319,7,6
710,1710,5893,1,51320,15,23
711,1721,5893,0,51360,15,22
712,1722,5893,1,51379,15,23
713,1725,5893,0,51388,15,22
714,1726,5893,1,51402,15,23
715,1727,5893,0,51403,15,22
716,1728,5893,1,51425,15,23
717,1731,7125,1,51485,16,3
718,1732,7125,0,51486,16,2
719,1733,5893,0,51500,15,22
720,1734,6253,1,51505,7,7
721,1735,6253,0,51547,7,6
722,1736,5893,1,51549,15,23
723,1739,5893,0,51557,15,22
724,1740,6253,1,51595,7,7
725,1741,6253,0,51631,7,6
726,1742,5893,1,51633,15,23
727,1761,5893,0,51677,15,22
728,1762,6253,1,51680,7,7
729,1763,5893,1,51700,15,23
730,1771,6253,0,51737,7,6
731,1801,5893,0,51924,15,22
732,1802,5893,1,51938,15,23
733,1809,5893,0,51965,15,22
734,1810,5893,1,51992,15,23
735,1813,5893,0,51998,15,22
736,1814,5893,1,52015,15,23
737,1827,5893,0,52394,15,22
738,1828,6253,1,52395,7,7
739,1829,5893,1,52426,15,23
740,1830,5893,0,52432,15,22
741,1831,5893,1,52458,15,23
742,1840,5893,0,52490,15,22
743,1841,6253,0,52494,7,6
744,1842,5893,1,52527,15,23
745,1843,5893,0,52529,15,22
746,1844,5893,1,52545,15,23
747,1851,5893,0,52572,15,22
748,1852,5893,1,52679,15,23
749,1853,5893,0,52681,15,22
750,1854,5893,1,52701,15,23
751,1857,5893,0,52705,15,22
752,1858,5893,1,52909,15,23
753,1861,5893,0,52916,15,22
754,1862,5893,1,53709,15,23
755,1863,5893,0,53714,15,22
756,1864,5893,1,54327,15,23
757,1865,5893,0,54335,15,22
758,1866,5893,1,54375,15,23
759,1867,5893,0,54380,15,22
760,1868,5893,1,54403,15,23
761,1869,5893,0,54406,15,22
762,1870,5893,1,54458,15,23
763,1879,5893,0,54496,15,22
764,1880,6253,1,54498,7,7
765,1881,6253,0,54507,7,6
766,1882,5893,1,54510,15,23
767,1923,5893,0,54649,15,22
768,1924,5893,1,54768,15,23
769,1935,5893,0,54790,15,22
770,1936,5893,1,54879,15,23
771,1947,5893,0,54913,15,22
772,1948,5893,1,58718,15,23
773,1951,5893,0,58729,15,22
774,1952,5895,1,58780,12,1
775,1953,7125,1,58784,17,3
776,1954,7125,0,58785,17,2
777,1955,7125,1,58790,17,3
778,1960,7125,0,58836,16,2
779,1961,5895,0,58848,12,0
780,1962,7125,1,58905,16,3
781,1963,7125,0,58907,16,2
782,1964,7125,1,58987,16,3
783,1967,7125,0,58994,16,2
784,1968,5895,1,59148,12,1
785,1969,7125,1,59163,13,3
786,1973,7125,0,59198,16,2
787,1981,5895,0,59255,12,0
788,1982,5895,1,59263,12,1
789,1989,5895,0,59272,12,0
790,1990,5895,1,59288,12,1
791,1993,5895,0,59314,12,0
792,1994,5895,1,59320,12,1
793,1995,5895,0,59327,12,0
794,1996,5895,1,59335,12,1
795,2001,5895,0,59378,12,0
796,2002,5895,1,59389,12,1
797,2013,5895,0,59426,12,0
798,2014,5895,1,59450,12,1
799,2015,5895,0,59451,12,0
800,2016,5895,1,59460,12,1
801,2019,5895,0,59466,12,0
802,2020,5895,1,59477,12,1
803,2023,5895,0,59480,12,0
804,2024,5895,1,59505,12,1
805,2027,5895,0,59511,12,0
806,2028,5895,1,59580,12,1
807,2031,5895,0,59590,12,0
808,2032,5895,1,59608,12,1
809,2033,5895,0,59610,12,0
810,2034,5895,1,59619,12,1
811,2037,5895,0,59625,12,0
812,2038,5895,1,59631,12,1
813,2039,5895,0,59636,12,0
814,2040,5895,1,59658,12,1
815,2041,5895,0,59775,12,0
816,2042,5895,1,59790,12,1
817,2043,5895,0,59794,12,0
818,2044,5895,1,59856,12,1
819,2045,5895,0,59857,12,0
820,2046,5895,1,59862,12,1
821,2061,7125,1,59982,13,3
822,2062,5895,0,59985,12,0
823,2063,5895,1,59991,12,1
824,2073,7125,0,60047,16,2
825,2079,5895,0,60109,12,0
826,2080,5893,1,60143,15,23
827,2083,5893,0,60146,15,22
828,2084,5893,1,60159,15,23
829,2085,5893,0,60162,15,22
830,2086,5889,1,61799,3,21
831,2087,5889,0,61837,3,20
832,2088,5893,1,61845,15,23
833,2089,5893,0,61849,15,22
834,2090,5893,1,61867,15,23
835,2091,5893,0,61871,15,22
836,2092,5888,1,62061,11,19
837,2099,5888,0,62097,11,18
838,2100,5888,1,62105,11,19
839,2105,5888,0,62130,11,18
840,2106,5888,1,62860,11,19
841,2107,5888,0,62861,11,18
842,2108,5888,1,77588,11,19
843,2109,5888,0,77592,11,18
